company,ticker,published_at,period,source_file,question_topic,driver,affected_metric,affected_category,impact_value,impact_unit,impact_direction,time_scope,confidence_hint,quote
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,How is that changing the vendor agreements and how you're working with vendors to make sure that they fully appreciate t,,,,,neutral,current,low,"How is that changing the vendor agreements and how you're working with vendors to make sure that they fully appreciate the importance of that pricing being the same, not only online for you guys in the store, but also with other online-only guys?"
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,gross_margin,"Carol, Frank, whoever might be able to answer this question, on the gross margin over the last few years, you generate 1",gross_margin_pct,,165,basis points,neutral,future,high,"Carol, Frank, whoever might be able to answer this question, on the gross margin over the last few years, you generate 165 basis points, you've reinvested 65."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"We like to be ahead of the market as much as we can be, sometimes, frankly, you got to take moves competitively.",comparable_sales_total_pct,,,,neutral,current,low,"We like to be ahead of the market as much as we can be, sometimes, frankly, you got to take moves competitively."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"Unknown speaker: Just looking at our performance relative to our next largest competitor, out-comp them 11 of 13 prior q",comparable_sales_total_pct,,11,,neutral,current,high,"Unknown speaker: Just looking at our performance relative to our next largest competitor, out-comp them 11 of 13 prior quarters."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"What we don't do yet is take orders online, drop them to the store, and then ship them from there.",,,,,neutral,current,low,"What we don't do yet is take orders online, drop them to the store, and then ship them from there."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,We think that the buy online pickup in-store rail that we've laid will be what we ride on the way to deliver from store.,,,,,positive,future,low,We think that the buy online pickup in-store rail that we've laid will be what we ride on the way to deliver from store.
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"Carol, if we're fortunate enough to get into a recovery phase at some point in the next couple of years, how would that ",comparable_sales_total_pct,,38,%,positive,future,high,"Carol, if we're fortunate enough to get into a recovery phase at some point in the next couple of years, how would that benchmark of expenses growing at 38% of sales growth fluctuate at all?"
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"Do you pay a bigger dividend, or do you save it for a rainy day?",,,,,neutral,current,low,"Do you pay a bigger dividend, or do you save it for a rainy day?"
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"Unknown speaker: First on the leverage question, if we were to grow sales, say, in the 5% area, expect expenses to grow ",comparable_sales_total_pct,,5,%,positive,future,high,"Unknown speaker: First on the leverage question, if we were to grow sales, say, in the 5% area, expect expenses to grow at 30%-35% of our sales growth rate."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"If we were to grow sales, let's say, in the 6% area, it would be more like 20%-30%.",comparable_sales_total_pct,,6,%,neutral,current,high,"If we were to grow sales, let's say, in the 6% area, it would be more like 20%-30%."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"On the buyback question, we have a point of view of the value of our company, as you all do.",comparable_sales_total_pct,,,,neutral,current,low,"On the buyback question, we have a point of view of the value of our company, as you all do."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,We come up with an intrinsic value for our company.,comparable_sales_total_pct,,,,positive,current,low,We come up with an intrinsic value for our company.
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"If sales were to start to really grow because the economy is growing, maybe the interest rate environment would be bette",comparable_sales_total_pct,,,,neutral,current,low,"If sales were to start to really grow because the economy is growing, maybe the interest rate environment would be better, too."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,guidance,"Are you adding more labor, how does that translate to your guidance?",,,,,neutral,current,low,"Are you adding more labor, how does that translate to your guidance?"
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"It not only allows us to reinvest from 60/40, the system allows us to invest in the right locations to drive sales and s",comparable_sales_total_pct,,60,,neutral,future,high,"It not only allows us to reinvest from 60/40, the system allows us to invest in the right locations to drive sales and service during the right days and the right times of the year."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,If it's an online dot-com customer who expects some activity to take place inside our stores that meets their or exceeds,,,,,neutral,future,low,"If it's an online dot-com customer who expects some activity to take place inside our stores that meets their or exceeds their expectations out of The Home Depot, we inside the stores operation, we have to be ready for that."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,pro,"When we invest labor into pulling that product, leveraging the first one and shipping that product, it may feel like tas",,pro,,,neutral,current,low,"When we invest labor into pulling that product, leveraging the first one and shipping that product, it may feel like task, but really a service because we're providing service to an online customer that's different from a traditional in-store customer."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"Going forward, it's going to be all about fulfilling the customer expectation and fulfilling their needs regardless of h",,,,,neutral,future,low,"Going forward, it's going to be all about fulfilling the customer expectation and fulfilling their needs regardless of how they shop in-store, online."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"As you think about growth beyond the recovery, and we look at retail formats across the globe, very few big stores are k",comparable_sales_total_pct,,,,positive,current,low,"As you think about growth beyond the recovery, and we look at retail formats across the globe, very few big stores are kind of comping with any consistent basis."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,pro,"I'd say in the interconnected environment in which we're working, we have so many opportunities to enhance the sales pro",comparable_sales_total_pct,pro,,,neutral,current,low,"I'd say in the interconnected environment in which we're working, we have so many opportunities to enhance the sales productivity on the floor of our store without putting more bricks and mortar in place, that that's really where we're focused."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"It's early days, but we like the sales, and we like the margin coming off of that format.",comparable_sales_total_pct,,,,neutral,current,low,"It's early days, but we like the sales, and we like the margin coming off of that format."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,pro,"Unknown speaker: Can we just follow up on Greg Melich's question earlier just about pricing online versus offline, how y",,pro,,,positive,current,low,"Unknown speaker: Can we just follow up on Greg Melich's question earlier just about pricing online versus offline, how you're dealing with that, and also with the vendors, like Target and others, in terms of strong-arming vendors not to sell products to the Amazons of the world, et cetera."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,pro,"Unknown speaker: From a pricing standpoint, the decision we made early on is if we actually stock an item in store and o",,pro,,,neutral,current,low,"Unknown speaker: From a pricing standpoint, the decision we made early on is if we actually stock an item in store and obviously sell that item on homedepot.com, we never want to put Marvin's associates in the middle of a process problem for us and the customer."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"Those items will always be the same, and we'll use localized pricing to make sure that the customer gets the same price ",,,,,neutral,future,low,"Those items will always be the same, and we'll use localized pricing to make sure that the customer gets the same price in store as they get online."
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,pro,"On the 3.5% sales growth, how should we think about the volatility of the pro versus the DIYer within that forecast?",comparable_sales_total_pct,pro,3.5,%,positive,current,high,"On the 3.5% sales growth, how should we think about the volatility of the pro versus the DIYer within that forecast?"
Home Depot,HD,2012-06-06,Q1 2012,call-transcripts/2012-06-06__hd-us-20120606-call-qna__1534029.md,demand,"Unknown speaker: On the sales forecast, we base our forecast on GDP growth, which suggests each year we'll get a little ",comparable_sales_total_pct,,,,positive,future,low,"Unknown speaker: On the sales forecast, we base our forecast on GDP growth, which suggests each year we'll get a little bit better than the previous year."
